latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
6.29174,124.9456,315.0,0,GMT,GMT

time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),shortwave_radiation_sum (MJ/m²)
2019-11-10,30.2,21.5,0.70,21.27
2019-11-11,30.8,24.6,0.60,21.59
2019-11-12,30.5,23.0,0.90,17.00
2019-11-13,30.2,23.2,2.70,18.85
2019-11-14,31.0,22.9,0.90,22.14
2019-11-15,32.3,23.9,0.10,23.07
2019-11-16,32.1,22.3,0.00,23.72
2019-11-17,32.3,23.0,0.50,22.90
2019-11-18,30.7,23.3,4.80,19.03
2019-11-19,29.9,23.3,0.50,16.41
2019-11-20,30.3,22.8,0.20,18.60
2019-11-21,30.2,23.9,3.00,17.07
2019-11-22,30.1,22.4,7.20,18.37
2019-11-23,28.8,22.3,10.40,16.66
2019-11-24,29.5,22.7,1.70,19.21
2019-11-25,29.8,22.7,4.60,18.98
2019-11-26,27.8,22.5,8.20,16.78
2019-11-27,29.8,21.9,5.00,17.43
2019-11-28,30.3,24.1,1.30,19.43
2019-11-29,29.4,23.4,18.10,17.53
2019-11-30,28.6,22.8,1.30,18.51
2019-12-01,28.9,21.9,1.40,19.25
2019-12-02,30.0,22.0,0.20,20.21
2019-12-03,30.4,23.4,0.80,20.89
2019-12-04,29.8,23.2,0.40,18.41
2019-12-05,30.8,23.6,3.00,19.50
2019-12-06,30.4,23.4,0.40,18.53
2019-12-07,30.3,23.0,2.10,19.04
2019-12-08,30.1,22.5,38.40,14.87
2019-12-09,28.5,22.7,22.40,16.32
2019-12-10,29.2,22.5,7.00,15.41
2019-12-11,28.7,22.2,3.10,17.98
2019-12-12,28.6,22.2,2.80,19.48
2019-12-13,29.5,22.8,5.10,17.98
2019-12-14,27.6,22.6,2.70,13.70
2019-12-15,29.2,22.6,5.80,18.33
2019-12-16,29.5,22.6,1.50,17.97
2019-12-17,28.3,22.5,18.00,14.67
2019-12-18,29.6,20.9,0.30,20.60
2019-12-19,27.6,22.8,0.20,19.81
2019-12-20,27.9,22.2,2.30,17.16
2019-12-21,25.7,22.7,4.20,8.73
2019-12-22,26.8,23.1,14.50,13.62
2019-12-23,28.3,22.9,5.60,19.97
2019-12-24,28.1,22.3,5.00,16.25
2019-12-25,29.2,23.9,3.30,18.57
2019-12-26,30.2,22.6,1.50,19.02
2019-12-27,27.7,22.1,4.30,18.98
2019-12-28,29.4,22.4,1.50,20.16
2019-12-29,29.1,21.7,0.10,20.03
2019-12-30,27.9,22.8,0.00,11.70
2019-12-31,27.8,20.0,0.90,17.07
2020-01-01,30.2,21.8,0.00,17.89
2020-01-02,26.6,21.3,26.40,8.63
2020-01-03,26.8,21.7,1.20,10.62
2020-01-04,28.2,20.7,0.60,21.71
2020-01-05,29.5,21.6,0.30,22.67
2020-01-06,28.0,22.3,16.70,18.20
2020-01-07,25.9,21.5,3.10,8.16
2020-01-08,27.9,22.8,2.40,19.32
2020-01-09,26.8,23.0,17.10,13.49
2020-01-10,27.5,22.4,2.30,18.95
2020-01-11,28.3,23.5,8.10,20.77
2020-01-12,28.4,22.5,1.40,18.98
2020-01-13,28.3,23.2,0.00,18.04
2020-01-14,28.1,23.2,4.70,16.57
2020-01-15,28.3,22.7,1.90,20.21
2020-01-16,29.6,22.8,4.50,19.77
2020-01-17,27.0,22.8,6.70,14.42
2020-01-18,29.2,23.3,0.30,23.18
2020-01-19,30.3,23.0,0.60,23.09
2020-01-20,29.4,21.1,2.20,20.51
2020-01-21,29.6,20.0,1.50,21.27
2020-01-22,28.1,22.2,1.00,22.78
2020-01-23,28.7,22.8,2.10,18.09
2020-01-24,29.8,23.1,2.60,17.47
2020-01-25,28.9,23.0,2.70,16.21
2020-01-26,29.1,23.0,3.70,16.75
2020-01-27,29.0,23.0,80.80,16.88
2020-01-28,29.3,23.0,1.50,16.75
2020-01-29,27.7,22.9,2.40,16.77
2020-01-30,28.6,22.1,2.00,19.90
2020-01-31,28.3,21.8,4.20,18.67
2020-02-01,29.0,22.4,1.40,20.23
2020-02-02,29.1,21.4,3.10,19.44
2020-02-03,28.6,20.8,0.00,23.70
2020-02-04,28.7,22.4,0.00,23.06
2020-02-05,30.1,23.2,0.00,24.98
2020-02-06,29.4,23.7,2.80,15.74
2020-02-07,30.9,23.1,0.40,21.37
2020-02-08,29.1,19.7,3.10,16.25
2020-02-09,31.2,23.0,0.00,25.42
2020-02-10,29.6,21.2,1.10,16.38
2020-02-11,30.2,19.5,0.80,19.60
2020-02-12,30.3,23.0,0.70,21.16
2020-02-13,27.0,22.3,21.20,7.62
2020-02-14,30.3,23.3,1.60,20.11
2020-02-15,29.8,20.2,3.20,20.89
2020-02-16,30.7,22.0,0.00,23.46
2020-02-17,30.0,22.1,3.00,20.74
2020-02-18,29.3,21.2,4.30,19.29
2020-02-19,29.5,21.3,2.80,21.34
2020-02-20,31.7,19.1,0.50,24.63
2020-02-21,31.2,20.9,0.40,24.87
2020-02-22,29.2,22.4,0.50,19.73
2020-02-23,30.9,22.5,0.00,18.98
2020-02-24,30.8,22.0,2.60,19.79
2020-02-25,30.3,22.6,1.50,20.49
2020-02-26,30.8,23.0,2.90,22.91
2020-02-27,32.4,23.3,0.00,24.25
2020-02-28,31.6,23.5,2.20,20.62
2020-02-29,29.3,22.8,19.20,14.28
2020-03-01,31.2,23.6,1.80,22.23
2020-03-02,29.4,22.1,7.70,14.74
2020-03-03,31.2,21.7,0.00,25.75
2020-03-04,31.3,23.3,0.50,24.91
2020-03-05,30.0,23.4,13.70,15.40
2020-03-06,26.9,22.7,14.70,9.46
2020-03-07,28.5,22.0,1.40,18.41
2020-03-08,30.0,22.3,2.30,21.81
2020-03-09,30.2,24.3,0.90,23.04
2020-03-10,28.9,21.1,1.10,23.44
2020-03-11,31.0,22.7,0.00,24.87
2020-03-12,31.4,20.8,0.40,26.13
2020-03-13,32.2,21.4,0.00,27.41
2020-03-14,30.7,21.3,0.60,24.19
2020-03-15,30.5,21.4,1.00,23.45
2020-03-16,32.8,22.6,0.10,24.45
2020-03-17,31.9,22.6,2.30,23.50
2020-03-18,31.7,21.0,0.50,21.51
2020-03-19,33.6,23.1,0.00,25.49
2020-03-20,33.2,23.6,0.80,24.12
2020-03-21,32.2,22.7,3.10,20.52
2020-03-22,32.8,23.0,3.30,23.18
2020-03-23,31.1,22.8,7.00,21.99
2020-03-24,30.5,22.9,53.20,16.11
2020-03-25,29.7,23.1,0.00,22.86
2020-03-26,29.3,23.6,4.90,19.44
2020-03-27,30.5,23.3,0.30,19.37
2020-03-28,26.7,23.3,1.20,10.11
2020-03-29,29.1,23.4,5.80,21.84
2020-03-30,28.8,23.3,10.30,17.64
2020-03-31,30.8,21.8,0.20,24.14
2020-04-01,30.9,23.5,1.00,24.74
2020-04-02,30.4,22.7,1.80,23.90
2020-04-03,32.3,23.1,0.70,24.90
2020-04-04,31.1,21.9,1.10,24.48
2020-04-05,30.2,23.5,2.90,21.46
2020-04-06,30.6,23.3,1.10,23.52
2020-04-07,30.9,23.2,4.50,21.49
2020-04-08,31.3,22.3,1.60,23.59
2020-04-09,31.1,23.8,5.10,22.01
2020-04-10,31.4,23.0,3.30,21.65
2020-04-11,34.0,22.8,0.10,26.89
2020-04-12,33.4,23.0,0.10,25.65
2020-04-13,34.0,22.6,0.20,25.16
2020-04-14,33.9,23.8,0.20,25.10
2020-04-15,34.9,23.2,0.20,24.30
2020-04-16,33.5,23.5,0.70,20.04
2020-04-17,33.6,24.0,2.40,21.93
2020-04-18,35.1,23.8,0.20,26.36
2020-04-19,33.2,24.0,2.60,16.63
2020-04-20,30.7,23.5,15.80,17.56
2020-04-21,31.5,22.7,2.20,21.52
2020-04-22,33.7,24.0,0.00,25.54
2020-04-23,31.6,22.8,3.10,20.51
2020-04-24,33.2,23.7,3.90,22.86
2020-04-25,32.2,23.8,4.80,19.99
2020-04-26,31.6,22.8,6.40,19.01
2020-04-27,30.9,22.9,1.00,15.52
2020-04-28,33.3,24.1,0.00,22.73
2020-04-29,32.1,23.3,3.30,21.57
2020-04-30,30.6,23.3,11.80,11.28
2020-05-01,29.1,22.4,0.40,11.83
2020-05-02,31.6,23.8,0.00,17.83
2020-05-03,27.0,22.1,7.10,9.36
2020-05-04,30.3,23.6,0.90,21.86
2020-05-05,33.1,23.6,0.10,22.78
2020-05-06,33.3,23.6,9.50,19.88
2020-05-07,33.1,24.1,14.20,22.15
2020-05-08,31.7,24.2,3.90,20.16
2020-05-09,31.9,24.1,43.90,20.02
2020-05-10,27.8,23.4,1.90,12.16
2020-05-11,29.5,23.7,2.00,14.88
2020-05-12,27.8,24.3,3.30,11.36
2020-05-13,29.5,24.0,0.40,18.36
2020-05-14,29.1,23.7,6.00,15.48
2020-05-15,31.2,24.3,2.80,21.59
2020-05-16,31.1,25.2,0.80,20.43
2020-05-17,29.8,24.1,1.50,16.42
2020-05-18,30.5,24.0,2.90,16.62
2020-05-19,29.4,23.6,12.70,14.46
2020-05-20,29.3,22.0,2.20,12.79
2020-05-21,31.2,23.8,1.50,21.51
2020-05-22,29.0,22.8,1.60,14.97
2020-05-23,30.0,23.1,1.00,14.09
2020-05-24,32.6,23.9,5.10,24.13
2020-05-25,29.4,23.7,10.70,18.55
2020-05-26,30.8,24.0,3.30,18.49
2020-05-27,31.2,23.3,4.90,21.32
2020-05-28,30.2,23.4,1.20,18.29
2020-05-29,29.3,22.8,7.00,16.97
2020-05-30,29.5,22.7,1.10,18.08
2020-05-31,29.1,22.5,3.30,15.79
2020-06-01,29.6,23.0,11.80,17.88
2020-06-02,27.9,23.3,6.70,15.68
2020-06-03,29.3,22.6,7.90,19.96
2020-06-04,29.4,23.0,2.70,18.87
2020-06-05,28.8,22.4,9.20,18.48
2020-06-06,27.9,23.0,11.20,15.27
2020-06-07,25.7,22.8,16.90,10.48
2020-06-08,27.5,22.8,3.30,15.13
2020-06-09,27.0,22.2,6.00,12.54
2020-06-10,28.4,22.3,13.20,18.52
2020-06-11,28.3,22.7,4.60,19.13
2020-06-12,27.3,23.4,1.40,13.68
2020-06-13,29.9,23.2,14.00,19.96
2020-06-14,27.5,23.3,7.70,15.09
2020-06-15,29.2,22.5,8.90,18.98
2020-06-16,28.3,23.0,1.60,19.70
2020-06-17,29.0,22.8,2.50,18.54
2020-06-18,28.0,23.2,1.20,13.30
2020-06-19,29.7,23.0,2.00,19.18
2020-06-20,27.8,23.6,5.60,17.21
2020-06-21,28.7,22.5,5.20,16.91
2020-06-22,28.8,22.8,2.70,18.49
2020-06-23,30.0,23.3,8.10,21.38
2020-06-24,26.7,22.8,10.60,9.92
2020-06-25,28.2,22.0,2.40,14.14
2020-06-26,26.0,22.6,5.70,7.56
2020-06-27,25.3,23.0,12.30,6.27
2020-06-28,28.3,22.2,21.20,16.89
2020-06-29,27.5,22.2,0.90,14.18
2020-06-30,29.3,22.5,7.10,22.40
2020-07-01,28.4,22.2,4.00,17.15
2020-07-02,25.6,22.3,10.90,8.11
2020-07-03,28.7,22.3,1.80,19.39
2020-07-04,29.0,22.0,1.00,18.58
2020-07-05,28.9,22.7,2.70,21.56
2020-07-06,28.5,22.7,2.70,16.70
2020-07-07,28.2,23.1,4.70,15.62
2020-07-08,28.8,21.9,1.20,19.56
2020-07-09,29.8,23.3,0.90,21.03
2020-07-10,28.6,23.0,10.30,15.36
2020-07-11,28.6,21.7,3.30,19.05
2020-07-12,27.8,23.1,0.30,14.69
2020-07-13,30.0,22.2,0.30,21.88
2020-07-14,29.3,23.0,9.80,20.02
2020-07-15,28.4,22.7,2.40,17.85
2020-07-16,29.0,22.5,2.90,21.33
2020-07-17,29.8,22.6,2.60,21.57
2020-07-18,29.9,22.8,0.40,20.31
2020-07-19,29.6,22.0,2.70,19.77
2020-07-20,29.9,21.6,1.30,20.92
2020-07-21,30.9,22.9,2.70,21.86
2020-07-22,30.8,22.6,5.20,20.22
2020-07-23,30.1,22.8,4.00,21.34
2020-07-24,29.1,21.8,1.40,18.66
2020-07-25,27.9,22.7,2.30,15.26
2020-07-26,27.1,22.5,1.90,11.34
2020-07-27,26.5,22.2,5.90,12.05
2020-07-28,28.9,22.4,4.20,20.90
2020-07-29,28.7,23.1,28.70,18.65
2020-07-30,26.7,22.7,7.30,8.28
2020-07-31,28.1,22.3,6.50,13.07
2020-08-01,27.1,21.8,9.00,14.06
2020-08-02,28.3,22.3,23.30,14.48
2020-08-03,26.9,23.0,4.20,13.44
2020-08-04,27.3,23.4,39.50,13.56
2020-08-05,29.1,23.2,20.00,17.20
2020-08-06,28.3,22.7,1.80,14.57
2020-08-07,28.3,22.6,1.10,13.91
2020-08-08,29.9,23.5,0.80,21.46
2020-08-09,29.2,23.0,1.30,18.63
2020-08-10,27.6,23.4,0.90,15.74
2020-08-11,28.9,22.3,12.10,18.33
2020-08-12,28.2,22.3,2.00,15.98
2020-08-13,27.5,21.8,1.30,15.08
2020-08-14,28.7,23.4,0.20,21.25
2020-08-15,29.5,23.5,3.50,22.61
2020-08-16,29.0,22.3,5.00,21.26
2020-08-17,27.3,22.4,11.50,12.55
2020-08-18,28.0,22.3,17.40,18.05
2020-08-19,27.1,21.9,6.90,15.25
2020-08-20,27.6,23.0,2.40,18.38
2020-08-21,29.7,23.2,6.00,22.01
2020-08-22,26.9,21.0,0.80,11.18
2020-08-23,30.1,21.3,0.10,23.82
2020-08-24,30.1,22.0,0.40,23.34
2020-08-25,30.1,22.4,0.20,23.06
2020-08-26,29.5,22.3,2.10,21.00
2020-08-27,27.6,21.6,4.50,17.46
2020-08-28,28.3,23.1,1.80,18.85
2020-08-29,28.6,22.7,2.80,21.92
2020-08-30,27.6,23.3,0.80,15.37
2020-08-31,30.1,22.2,1.50,21.78
2020-09-01,30.4,22.5,2.70,21.48
2020-09-02,28.3,23.4,10.50,18.75
2020-09-03,30.5,23.1,1.30,21.33
2020-09-04,30.9,23.2,1.70,22.87
2020-09-05,30.1,23.8,2.30,21.10
2020-09-06,31.0,23.4,1.10,23.18
2020-09-07,29.6,22.2,5.80,18.15
2020-09-08,30.5,22.3,2.20,21.96
2020-09-09,28.2,23.7,1.20,15.31
2020-09-10,29.3,22.7,1.40,18.92
2020-09-11,31.8,23.4,1.20,22.81
2020-09-12,31.5,22.6,7.30,21.50
2020-09-13,29.5,23.4,14.80,17.43
2020-09-14,27.4,23.2,13.00,12.46
2020-09-15,27.6,23.1,10.20,11.04
2020-09-16,24.9,22.5,17.90,5.07
2020-09-17,25.3,22.3,1.80,9.14
2020-09-18,27.8,23.7,7.70,12.42
2020-09-19,30.3,22.4,1.60,24.66
2020-09-20,30.1,22.9,0.70,22.62
2020-09-21,29.6,23.8,1.40,22.15
2020-09-22,29.1,22.8,0.80,20.96
2020-09-23,29.3,22.3,5.60,18.71
2020-09-24,28.5,21.5,4.00,19.53
2020-09-25,28.7,22.0,0.70,20.60
2020-09-26,27.8,23.3,2.40,12.68
2020-09-27,29.8,23.2,4.10,16.78
2020-09-28,30.1,22.4,10.60,19.49
2020-09-29,27.6,22.4,10.90,14.94
2020-09-30,29.7,23.4,16.90,20.93
2020-10-01,28.7,22.3,4.00,20.34
2020-10-02,28.3,24.3,1.20,18.07
2020-10-03,30.3,22.5,2.40,22.53
2020-10-04,29.4,22.9,6.60,21.14
2020-10-05,28.1,22.6,4.50,18.11
2020-10-06,27.9,22.8,10.10,15.68
2020-10-07,26.3,22.8,9.10,9.56
2020-10-08,27.5,22.7,0.30,14.76
2020-10-09,28.8,22.9,2.40,18.50
2020-10-10,30.0,22.3,0.60,20.08
2020-10-11,28.8,23.4,6.60,19.83
2020-10-12,28.9,23.1,20.80,17.96
2020-10-13,26.5,22.7,18.90,7.77
2020-10-14,26.5,21.7,14.10,8.29
2020-10-15,28.3,22.3,0.70,12.04
2020-10-16,27.7,22.7,9.40,15.01
2020-10-17,27.8,22.7,3.40,18.54
2020-10-18,27.4,22.6,1.90,16.43
2020-10-19,27.2,23.1,12.10,12.39
2020-10-20,27.9,22.4,10.00,14.69
2020-10-21,30.0,23.3,2.60,20.48
2020-10-22,29.2,22.8,0.90,16.89
2020-10-23,29.2,22.3,7.10,21.00
2020-10-24,26.7,22.6,8.60,11.43
2020-10-25,27.6,21.6,6.70,14.09
2020-10-26,27.1,22.3,4.50,17.16
2020-10-27,28.7,22.7,3.40,15.78
2020-10-28,27.7,21.5,4.10,12.82
2020-10-29,28.5,21.9,7.60,20.58
2020-10-30,28.7,22.4,1.30,19.17
2020-10-31,28.6,22.5,8.20,18.27
2020-11-01,28.9,22.0,14.60,16.29
2020-11-02,29.3,22.9,11.00,20.16
2020-11-03,28.8,23.7,0.10,20.19
2020-11-04,28.9,23.3,0.80,20.59
2020-11-05,28.5,23.0,6.10,17.30
2020-11-06,28.2,22.8,2.20,18.47
2020-11-07,27.2,22.3,3.80,14.49
2020-11-08,28.1,22.3,2.90,20.93
2020-11-09,28.3,21.9,2.80,20.66
2020-11-10,27.9,22.3,3.40,13.41
2020-11-11,28.2,23.2,1.90,16.47
2020-11-12,28.6,23.8,4.90,14.89
2020-11-13,30.5,22.8,2.00,21.39
2020-11-14,30.1,23.6,1.50,19.46
2020-11-15,28.9,23.0,1.80,16.94
2020-11-16,29.5,22.7,1.40,17.74
2020-11-17,29.3,22.5,4.00,15.57
2020-11-18,29.5,23.4,1.30,19.46
2020-11-19,29.7,22.4,2.20,19.84
2020-11-20,29.2,22.7,5.20,20.05
2020-11-21,28.1,22.7,19.00,17.74
2020-11-22,28.5,23.4,4.40,18.90
2020-11-23,29.2,22.6,1.60,19.54
2020-11-24,26.9,22.5,13.50,10.84
2020-11-25,24.9,22.1,4.50,6.86
2020-11-26,29.4,22.6,2.70,18.82
2020-11-27,28.2,23.0,15.00,15.19
2020-11-28,28.9,22.3,3.20,18.16
2020-11-29,28.3,23.0,10.50,18.81
2020-11-30,28.7,22.2,0.30,20.64
2020-12-01,28.4,22.4,3.80,18.97
2020-12-02,27.5,22.3,2.20,16.81
2020-12-03,28.3,23.7,0.80,17.55
2020-12-04,28.7,22.9,2.80,19.50
2020-12-05,29.0,23.4,0.40,21.58
2020-12-06,26.0,22.5,5.30,7.77
2020-12-07,29.2,23.6,2.00,18.33
2020-12-08,28.3,22.4,1.10,16.26
2020-12-09,30.1,21.8,1.70,19.62
2020-12-10,30.0,22.9,0.90,20.26
2020-12-11,29.8,24.0,1.80,19.41
2020-12-12,28.0,21.9,4.30,20.21
2020-12-13,28.1,22.2,8.40,16.77
2020-12-14,25.6,23.0,6.60,8.44
2020-12-15,28.2,22.4,3.40,15.03
2020-12-16,27.7,22.8,5.80,19.11
2020-12-17,26.5,22.0,12.60,12.55
2020-12-18,26.4,21.6,0.50,14.55
2020-12-19,28.1,22.3,1.40,16.49
2020-12-20,28.7,22.7,4.80,15.06
2020-12-21,27.4,22.1,1.70,11.67
2020-12-22,29.7,21.6,0.60,19.72
2020-12-23,28.7,21.7,28.90,16.64
2020-12-24,28.7,22.4,4.00,19.68
2020-12-25,27.0,22.1,0.10,14.54
2020-12-26,26.5,21.9,12.70,8.36
2020-12-27,27.0,23.2,5.50,10.48
2020-12-28,26.3,22.7,4.40,9.73
2020-12-29,28.1,21.7,20.90,17.18
2020-12-30,27.7,22.6,11.60,17.91
2020-12-31,27.6,22.6,5.10,14.74
2021-01-01,25.6,22.2,10.10,6.65
2021-01-02,26.8,23.0,11.50,15.85
2021-01-03,26.7,22.0,8.40,6.43
2021-01-04,24.8,21.8,14.60,8.73
2021-01-05,28.4,22.3,2.00,16.77
2021-01-06,24.9,22.8,13.50,4.38
2021-01-07,24.3,22.7,17.10,5.88
2021-01-08,27.4,22.9,1.80,15.11
2021-01-09,27.9,22.6,4.00,17.92
2021-01-10,28.2,23.1,13.50,18.00
2021-01-11,25.7,22.2,32.70,9.40
2021-01-12,26.1,22.1,27.80,9.48
2021-01-13,29.3,22.5,2.10,17.84
2021-01-14,28.1,22.8,7.60,17.68
2021-01-15,27.3,22.7,11.70,14.77
2021-01-16,26.5,22.4,18.70,9.90
2021-01-17,25.2,22.2,19.00,6.85
2021-01-18,23.6,21.3,6.50,5.20
2021-01-19,27.2,22.6,2.90,14.09
2021-01-20,27.9,22.8,12.40,17.03
2021-01-21,28.1,21.7,3.70,13.46
2021-01-22,26.2,22.2,7.30,8.95
2021-01-23,27.9,21.9,11.30,13.41
2021-01-24,28.3,22.4,1.40,20.40
2021-01-25,27.9,22.5,3.30,19.39
2021-01-26,27.6,22.3,2.50,20.71
2021-01-27,28.7,22.2,1.20,21.88
2021-01-28,28.7,22.2,2.20,23.17
2021-01-29,27.0,22.1,5.70,16.92
2021-01-30,27.3,21.0,4.50,18.60
2021-01-31,27.0,22.1,6.90,16.65
2021-02-01,27.7,21.4,1.50,16.19
2021-02-02,27.6,22.2,1.10,16.74
2021-02-03,28.0,21.4,2.00,20.61
2021-02-04,27.4,23.0,4.70,16.78
2021-02-05,28.9,21.7,1.70,20.44
2021-02-06,28.4,23.3,2.50,22.49
2021-02-07,28.2,22.4,19.70,17.75
2021-02-08,26.1,21.6,0.10,13.29
2021-02-09,28.8,21.9,2.70,18.05
2021-02-10,29.4,23.1,2.10,21.91
2021-02-11,29.4,22.0,3.80,19.30
2021-02-12,27.8,22.0,1.60,18.33
2021-02-13,27.8,22.1,1.00,17.27
2021-02-14,27.0,22.1,11.00,15.71
2021-02-15,27.1,22.6,28.20,18.35
2021-02-16,27.0,21.9,9.00,16.70
2021-02-17,28.0,21.3,1.00,21.65
2021-02-18,27.8,21.0,1.10,24.24
2021-02-19,27.4,21.8,0.30,21.39
2021-02-20,26.6,22.5,0.00,15.85
2021-02-21,27.5,21.9,3.50,19.65
2021-02-22,28.6,22.6,0.70,23.46
2021-02-23,28.5,22.4,1.10,20.00
2021-02-24,29.1,22.5,1.20,21.06
2021-02-25,27.9,21.8,4.10,20.52
2021-02-26,29.4,21.8,0.20,23.77
2021-02-27,29.0,21.9,3.70,23.67
2021-02-28,28.7,22.4,22.50,23.33
2021-03-01,28.0,22.4,6.70,20.67
2021-03-02,28.2,22.7,5.40,19.42
2021-03-03,29.5,21.2,0.20,24.87
2021-03-04,29.1,21.9,1.40,22.80
2021-03-05,29.1,21.8,1.10,22.59
2021-03-06,27.0,20.0,9.60,20.81
2021-03-07,29.5,22.8,0.10,24.70
2021-03-08,28.7,21.8,0.30,19.42
2021-03-09,27.6,22.5,5.90,18.76
2021-03-10,27.2,22.4,36.70,13.64
2021-03-11,24.1,21.8,8.30,7.50
2021-03-12,27.1,21.2,4.30,17.09
2021-03-13,28.4,21.9,7.60,20.71
2021-03-14,28.4,21.7,1.30,22.94
2021-03-15,29.7,21.6,11.60,23.66
2021-03-16,28.2,23.0,34.90,19.48
2021-03-17,28.6,22.5,9.10,22.11
2021-03-18,30.2,23.4,2.00,22.79
2021-03-19,28.6,22.7,4.20,21.29
2021-03-20,29.4,22.9,2.90,19.37
2021-03-21,28.8,22.2,5.10,17.66
2021-03-22,30.5,21.4,0.10,24.25
2021-03-23,30.1,22.6,1.60,21.31
2021-03-24,28.7,23.2,3.50,18.22
2021-03-25,29.6,22.6,0.80,23.84
2021-03-26,29.3,21.1,1.90,21.22
2021-03-27,26.9,22.2,39.30,13.00
2021-03-28,27.1,22.8,9.80,13.93
2021-03-29,27.5,23.1,8.90,19.92
2021-03-30,26.5,22.8,7.10,13.48
2021-03-31,26.3,22.8,23.00,7.00
2021-04-01,28.8,23.1,3.40,18.41
2021-04-02,27.9,23.0,26.40,17.07
2021-04-03,28.3,23.4,3.80,16.77
2021-04-04,28.9,22.0,3.90,23.75
2021-04-05,27.8,23.1,6.40,20.16
2021-04-06,28.2,23.0,0.70,23.13
2021-04-07,28.7,22.6,1.30,23.84
2021-04-08,28.0,23.0,2.60,17.64
2021-04-09,28.3,22.3,5.60,17.86
2021-04-10,27.7,22.3,11.20,18.23
2021-04-11,27.6,23.4,0.40,17.03
2021-04-12,29.3,22.6,4.40,22.54
2021-04-13,28.6,22.1,0.30,22.06
2021-04-14,28.5,22.9,2.10,20.29
2021-04-15,28.3,22.2,3.50,18.82
2021-04-16,28.6,22.5,2.70,19.41
2021-04-17,28.4,22.2,6.10,18.17
2021-04-18,29.1,22.2,1.30,21.52
2021-04-19,28.6,21.8,0.90,20.47
2021-04-20,29.1,23.3,0.90,24.84
2021-04-21,28.8,22.6,1.30,23.58
2021-04-22,28.6,22.8,1.40,23.40
2021-04-23,28.5,21.8,0.90,22.36
2021-04-24,29.2,21.3,1.30,23.81
2021-04-25,29.6,21.2,0.80,22.31
2021-04-26,28.6,23.3,3.70,19.07
2021-04-27,26.4,23.1,10.80,13.35
2021-04-28,28.6,23.8,4.00,21.15
2021-04-29,29.0,21.6,0.90,20.62
2021-04-30,29.4,22.8,8.40,21.38
2021-05-01,28.6,23.3,15.00,18.59
2021-05-02,29.0,22.4,6.20,18.48
2021-05-03,29.5,22.7,1.40,19.93
2021-05-04,29.9,22.5,0.80,18.81
2021-05-05,29.8,22.7,0.10,21.22
2021-05-06,30.8,22.8,2.10,23.00
2021-05-07,29.3,23.2,14.20,18.12
2021-05-08,28.4,22.8,8.30,15.36
2021-05-09,29.4,22.9,12.20,16.49
2021-05-10,28.3,23.0,4.70,14.77
2021-05-11,28.3,23.5,10.40,13.96
2021-05-12,28.8,23.5,1.30,17.43
2021-05-13,29.5,23.4,8.30,19.88
2021-05-14,29.1,23.2,1.40,15.30
2021-05-15,28.8,23.8,15.90,16.47
2021-05-16,30.5,23.2,1.50,20.37
2021-05-17,29.4,23.6,6.80,16.24
2021-05-18,26.5,23.7,18.40,7.80
2021-05-19,27.7,23.3,6.30,10.95
2021-05-20,28.0,22.7,37.10,15.85
2021-05-21,27.2,22.6,10.00,13.75
2021-05-22,28.6,22.7,15.80,20.85
2021-05-23,28.2,22.3,7.50,19.14
2021-05-24,27.3,22.1,0.40,15.80
2021-05-25,27.8,23.2,7.40,14.12
2021-05-26,27.4,22.3,4.90,13.52
2021-05-27,28.1,23.2,0.80,17.43
2021-05-28,29.1,23.0,0.50,20.25
2021-05-29,28.9,23.3,21.20,19.84
2021-05-30,27.2,23.5,28.70,17.16
2021-05-31,25.6,23.1,17.40,6.04
2021-06-01,26.4,21.5,2.90,9.22
2021-06-02,28.9,22.6,3.90,23.46
2021-06-03,29.4,23.7,2.30,20.76
2021-06-04,28.7,22.3,2.00,18.49
2021-06-05,28.9,22.4,0.70,18.47
2021-06-06,26.4,22.7,7.90,10.67
2021-06-07,29.1,23.6,2.10,21.54
2021-06-08,28.4,21.8,1.50,18.31
2021-06-09,28.8,22.9,1.80,20.01
2021-06-10,28.1,23.4,7.20,18.36
2021-06-11,27.3,23.1,41.20,14.24
2021-06-12,26.9,23.2,2.80,13.73
2021-06-13,29.0,22.4,4.70,20.35
2021-06-14,27.0,22.4,7.40,14.67
2021-06-15,28.9,22.4,1.50,19.70
2021-06-16,28.8,23.4,1.80,17.85
2021-06-17,29.0,23.3,6.20,21.52
2021-06-18,29.4,21.9,5.00,22.13
2021-06-19,27.1,23.9,5.00,18.64
2021-06-20,27.9,22.7,2.00,18.75
2021-06-21,27.6,22.5,4.30,18.94
2021-06-22,27.7,22.0,3.60,20.66
2021-06-23,28.8,22.7,0.60,20.13
2021-06-24,29.1,22.3,1.00,19.08
2021-06-25,28.3,22.0,3.80,19.33
2021-06-26,28.5,22.1,7.60,19.38
2021-06-27,26.3,22.2,11.30,12.33
2021-06-28,29.4,22.5,1.30,22.91
2021-06-29,27.8,22.1,0.30,18.51
2021-06-30,27.4,22.3,18.70,18.21
2021-07-01,27.3,22.1,6.60,18.30
2021-07-02,27.3,22.4,0.40,17.16
2021-07-03,27.2,22.8,5.50,18.04
2021-07-04,26.1,22.0,5.70,10.65
