latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
6.29174,124.9456,315.0,0,GMT,GMT

time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),shortwave_radiation_sum (MJ/m²)
2024-10-23,30.5,22.4,2.70,20.37
2024-10-24,31.1,22.6,1.00,22.02
2024-10-25,31.0,22.0,1.90,22.32
2024-10-26,28.0,22.6,0.30,16.47
2024-10-27,27.7,21.6,0.10,13.33
2024-10-28,30.6,23.0,0.50,23.61
2024-10-29,30.3,23.3,0.90,22.04
2024-10-30,31.0,24.9,0.00,24.06
2024-10-31,32.1,23.5,1.10,21.91
2024-11-01,30.0,22.3,2.20,18.78
2024-11-02,29.3,21.7,12.20,19.81
2024-11-03,29.7,21.8,4.60,22.86
2024-11-04,28.6,22.4,5.80,19.22
2024-11-05,27.5,21.5,2.60,13.88
2024-11-06,29.7,23.0,0.50,20.34
2024-11-07,30.7,22.7,2.40,20.34
2024-11-08,30.2,22.3,2.50,21.05
2024-11-09,30.1,22.6,2.60,21.51
2024-11-10,30.6,22.7,3.30,20.84
2024-11-11,30.4,21.8,1.50,19.55
2024-11-12,29.6,20.9,0.50,20.07
2024-11-13,29.8,22.0,1.70,21.55
2024-11-14,31.6,22.5,1.20,22.89
2024-11-15,30.6,22.3,23.80,18.35
2024-11-16,28.6,21.8,16.00,17.77
2024-11-17,30.7,22.4,1.60,21.78
2024-11-18,30.2,21.5,2.50,19.10
2024-11-19,30.4,21.9,0.60,19.24
2024-11-20,31.5,22.2,0.80,21.61
2024-11-21,32.0,22.3,0.00,23.15
2024-11-22,30.5,22.5,3.90,20.16
2024-11-23,27.2,22.7,40.30,12.60
2024-11-24,29.7,22.6,23.20,16.52
2024-11-25,30.1,21.8,1.50,17.06
2024-11-26,31.2,23.3,0.40,21.69
2024-11-27,28.5,22.6,1.60,15.51
2024-11-28,28.7,22.8,13.70,13.72
2024-11-29,27.6,22.7,27.40,14.42
2024-11-30,29.0,23.0,11.40,15.34
2024-12-01,27.2,22.0,3.50,10.59
2024-12-02,28.4,22.4,21.50,15.97
2024-12-03,29.8,22.0,4.00,19.89
2024-12-04,29.0,21.8,8.90,20.87
2024-12-05,29.7,22.1,1.80,21.66
2024-12-06,29.3,22.5,1.20,18.53
2024-12-07,28.0,22.9,26.30,16.62
2024-12-08,26.1,22.4,13.80,11.64
2024-12-09,30.8,22.8,0.90,18.24
2024-12-10,29.5,22.5,11.50,13.51
2024-12-11,28.4,22.8,12.20,17.24
2024-12-12,28.3,21.9,24.50,13.90
2024-12-13,29.0,21.3,2.10,17.76
2024-12-14,28.1,22.5,5.90,20.81
2024-12-15,28.4,21.9,1.90,17.38
2024-12-16,27.0,22.2,5.60,13.15
2024-12-17,25.9,21.9,2.40,9.93
2024-12-18,28.3,22.3,0.60,16.26
2024-12-19,27.7,22.5,12.70,14.51
2024-12-20,27.9,22.4,10.90,14.50
2024-12-21,28.6,22.1,1.90,17.49
2024-12-22,28.3,22.2,0.90,17.73
2024-12-23,29.6,22.8,7.00,17.52
2024-12-24,27.6,22.7,20.00,10.42
2024-12-25,28.7,22.3,27.80,15.10
2024-12-26,27.8,22.1,60.30,12.05
2024-12-27,26.7,22.1,1.90,9.36
2024-12-28,27.5,22.2,8.40,12.75
2024-12-29,29.4,22.4,29.90,17.26
2024-12-30,28.5,22.2,9.70,14.03
2024-12-31,27.1,22.1,14.40,13.60
2025-01-01,27.5,21.9,2.60,13.46
2025-01-02,28.9,21.6,1.70,16.53
2025-01-03,27.3,22.0,2.90,17.35
2025-01-04,28.9,21.7,29.60,18.38
2025-01-05,27.6,21.4,21.60,15.39
2025-01-06,28.4,22.0,1.80,15.95
2025-01-07,29.2,21.5,12.80,16.94
2025-01-08,28.7,22.3,1.70,17.62
2025-01-09,28.6,21.7,13.60,14.72
2025-01-10,27.9,21.9,33.20,14.74
2025-01-11,28.4,21.9,4.20,16.42
2025-01-12,28.6,21.2,1.70,16.37
2025-01-13,29.5,21.6,1.20,20.04
2025-01-14,28.6,22.0,14.80,14.04
2025-01-15,28.1,21.1,2.20,13.75
2025-01-16,29.8,21.5,1.50,21.25
2025-01-17,29.2,20.1,2.40,22.50
2025-01-18,28.3,21.8,2.10,21.46
2025-01-19,29.6,21.9,7.20,20.88
2025-01-20,28.3,22.6,1.10,15.71
2025-01-21,28.6,22.1,10.20,17.61
2025-01-22,30.0,21.7,1.00,21.06
2025-01-23,28.6,22.5,18.80,15.21
2025-01-24,28.3,22.5,34.20,18.13
2025-01-25,27.2,22.0,43.60,15.35
2025-01-26,28.2,21.5,22.70,18.32
2025-01-27,26.8,21.7,26.30,13.69
2025-01-28,29.4,21.5,2.00,19.46
2025-01-29,29.0,22.5,19.40,17.25
2025-01-30,29.4,21.1,3.10,18.14
2025-01-31,30.0,21.0,2.80,20.82
2025-02-01,29.8,22.0,4.80,22.74
2025-02-02,26.7,21.4,13.70,11.11
2025-02-03,28.9,22.1,20.60,19.29
2025-02-04,27.9,21.9,2.50,17.46
2025-02-05,27.0,22.0,11.90,12.32
2025-02-06,26.6,21.7,1.60,11.60
2025-02-07,28.0,22.2,8.20,14.68
2025-02-08,29.3,21.9,14.20,16.97
2025-02-09,28.8,21.7,14.60,19.40
2025-02-10,28.3,22.1,11.40,17.97
2025-02-11,29.0,21.5,1.10,14.18
2025-02-12,24.2,22.0,5.70,8.24
2025-02-13,26.2,21.7,5.30,14.76
2025-02-14,28.5,22.4,9.00,15.23
2025-02-15,29.5,22.0,3.90,18.04
2025-02-16,26.7,20.6,10.50,10.89
2025-02-17,30.7,21.7,4.10,22.94
2025-02-18,28.6,21.6,7.10,17.34
2025-02-19,26.8,21.4,20.70,19.23
2025-02-20,29.3,21.4,4.40,21.31
2025-02-21,28.3,20.6,21.80,16.30
2025-02-22,30.2,21.0,0.10,22.87
2025-02-23,29.8,21.5,0.80,22.00
2025-02-24,29.6,21.8,1.20,22.22
2025-02-25,26.1,20.4,20.00,10.30
2025-02-26,30.1,21.3,2.30,21.83
2025-02-27,28.1,22.3,34.90,19.64
2025-02-28,24.7,20.6,10.50,5.31
2025-03-01,30.8,22.1,9.90,23.83
2025-03-02,30.4,22.3,2.70,21.76
2025-03-03,29.7,22.4,4.00,18.84
2025-03-04,28.1,22.8,42.90,13.31
2025-03-05,29.0,22.4,7.20,16.74
2025-03-06,29.0,22.0,3.30,17.06
2025-03-07,30.2,22.0,2.00,22.48
2025-03-08,31.2,21.5,10.40,24.27
2025-03-09,27.8,21.3,16.00,13.33
2025-03-10,30.5,21.9,1.20,21.48
2025-03-11,29.7,20.9,1.60,22.54
2025-03-12,31.6,20.5,0.20,26.27
2025-03-13,30.6,22.0,0.30,25.28
2025-03-14,30.9,22.7,0.80,23.80
2025-03-15,30.7,21.9,8.50,21.76
2025-03-16,28.3,21.6,24.30,14.13
2025-03-17,29.7,21.6,26.80,20.84
2025-03-18,29.3,22.5,16.00,22.81
2025-03-19,30.3,22.2,6.70,21.16
2025-03-20,29.7,21.7,2.30,20.64
2025-03-21,28.6,21.5,14.80,13.15
2025-03-22,30.0,22.7,18.40,22.51
2025-03-23,24.7,21.7,8.10,7.47
2025-03-24,28.9,21.6,8.00,16.41
2025-03-25,27.9,22.2,12.90,15.31
2025-03-26,30.1,22.7,0.50,20.26
2025-03-27,29.7,22.2,13.30,19.92
2025-03-28,30.6,21.5,9.20,20.61
2025-03-29,30.9,22.5,13.80,21.75
2025-03-30,30.1,22.1,13.70,17.98
2025-03-31,26.6,21.7,16.00,12.05
2025-04-01,29.6,22.1,3.20,21.86
2025-04-02,29.9,21.7,1.80,24.12
2025-04-03,29.4,22.2,3.90,24.12
2025-04-04,30.0,21.7,2.50,21.38
2025-04-05,25.2,22.0,14.60,9.04
2025-04-06,29.3,22.0,12.40,17.19
2025-04-07,29.2,21.7,2.50,19.72
2025-04-08,29.3,21.5,13.40,20.43
2025-04-09,30.8,21.8,3.20,25.29
2025-04-10,29.5,22.2,12.60,21.51
2025-04-11,29.3,22.6,28.90,19.37
2025-04-12,30.2,22.3,2.70,17.89
2025-04-13,30.1,22.8,4.90,20.52
2025-04-14,30.5,22.7,4.20,20.06
2025-04-15,28.7,22.4,5.40,19.30
2025-04-16,29.9,21.4,1.40,22.25
2025-04-17,31.2,22.6,1.40,25.30
2025-04-18,30.9,22.4,2.40,24.55
2025-04-19,29.9,22.2,21.90,17.77
2025-04-20,27.6,22.9,12.50,11.72
2025-04-21,30.8,22.5,4.40,22.46
2025-04-22,29.4,22.5,19.00,18.96
2025-04-23,28.5,21.7,37.40,18.01
2025-04-24,28.9,21.8,13.00,20.83
2025-04-25,30.0,22.2,24.50,19.87
2025-04-26,25.9,22.2,7.70,9.46
2025-04-27,29.0,22.4,7.20,16.23
2025-04-28,28.2,21.6,11.30,17.36
2025-04-29,28.8,21.8,6.40,16.65
2025-04-30,27.2,22.0,5.80,16.08
2025-05-01,29.7,21.8,2.00,21.59
2025-05-02,27.9,22.1,4.60,14.53
2025-05-03,27.5,22.3,6.30,16.11
2025-05-04,29.4,22.2,1.40,22.15
2025-05-05,29.6,22.1,3.10,18.45
2025-05-06,28.3,22.6,3.90,16.59
2025-05-07,29.1,22.9,1.10,15.44
2025-05-08,29.3,22.9,3.50,21.20
2025-05-09,30.5,22.2,3.60,20.74
2025-05-10,29.7,22.4,1.70,19.29
2025-05-11,28.2,23.1,24.50,17.58
2025-05-12,30.1,22.5,0.40,21.69
2025-05-13,28.7,22.6,17.80,18.68
2025-05-14,29.2,23.0,11.50,17.18
2025-05-15,29.6,22.5,1.90,18.14
2025-05-16,29.1,23.0,15.70,20.30
2025-05-17,28.3,22.6,47.40,15.56
2025-05-18,26.7,22.2,14.60,10.61
2025-05-19,29.0,22.2,15.70,12.98
2025-05-20,29.1,22.5,24.10,14.24
2025-05-21,25.4,22.0,12.10,7.78
2025-05-22,29.8,22.6,4.60,17.80
2025-05-23,28.0,22.4,8.50,13.46
2025-05-24,28.5,22.2,2.70,15.21
2025-05-25,29.0,23.6,7.40,18.52
2025-05-26,30.9,22.8,13.60,19.65
2025-05-27,30.4,23.0,10.50,19.54
2025-05-28,28.8,22.2,1.90,16.06
2025-05-29,28.0,21.8,3.70,17.15
2025-05-30,30.8,22.7,8.30,22.60
2025-05-31,27.7,22.4,28.70,16.28
2025-06-01,27.8,22.3,17.00,15.48
2025-06-02,28.8,21.8,29.30,19.22
2025-06-03,28.2,22.3,16.70,18.61
2025-06-04,28.4,22.4,4.00,19.99
2025-06-05,28.3,21.4,9.60,17.69
2025-06-06,27.5,22.1,7.30,16.81
2025-06-07,27.7,21.2,3.60,17.69
2025-06-08,27.8,21.9,0.50,18.21
2025-06-09,29.0,22.8,0.40,22.46
2025-06-10,29.3,22.3,0.30,22.67
2025-06-11,28.8,22.8,2.10,16.86
2025-06-12,28.4,22.4,0.90,19.57
2025-06-13,29.6,21.9,22.00,17.16
2025-06-14,29.6,22.1,1.90,18.88
2025-06-15,26.5,21.9,7.50,11.39
2025-06-16,28.5,21.9,0.30,16.29
2025-06-17,28.4,22.2,32.10,17.20
2025-06-18,27.2,22.1,1.50,16.54
2025-06-19,26.8,21.2,4.30,10.23
2025-06-20,28.9,21.5,3.50,16.71
2025-06-21,27.6,21.7,4.30,18.20
2025-06-22,27.7,21.4,4.80,18.05
2025-06-23,25.0,22.1,4.00,10.45
2025-06-24,29.3,21.6,4.20,22.07
2025-06-25,27.7,21.5,10.10,19.03
2025-06-26,26.5,21.6,0.70,14.93
2025-06-27,28.4,22.3,7.00,20.34
2025-06-28,29.2,21.4,4.50,21.18
2025-06-29,27.1,22.1,12.60,15.64
2025-06-30,26.6,21.4,10.00,11.36
2025-07-01,28.0,22.2,0.20,17.92
2025-07-02,29.3,22.1,0.00,19.29
2025-07-03,29.2,22.7,0.00,18.60
2025-07-04,28.1,22.3,0.40,20.60
2025-07-05,29.3,22.0,17.80,20.82
2025-07-06,24.9,22.1,8.90,7.27
2025-07-07,29.7,21.0,2.10,21.57
2025-07-08,26.9,22.1,3.60,18.87
2025-07-09,26.9,22.1,1.80,17.74
2025-07-10,27.4,21.8,4.10,18.98
2025-07-11,26.8,21.7,1.80,12.85
2025-07-12,27.4,21.4,2.50,17.37
2025-07-13,28.1,22.0,4.50,20.49
2025-07-14,28.1,22.2,0.40,20.40
2025-07-15,27.3,21.7,2.10,17.24
2025-07-16,26.7,21.7,8.60,14.64
2025-07-17,26.4,21.6,3.90,15.97
2025-07-18,27.8,21.7,4.20,15.13
2025-07-19,27.4,22.0,0.10,14.04
2025-07-20,28.1,22.3,1.20,18.82
2025-07-21,28.8,23.0,0.50,20.44
2025-07-22,27.4,21.4,0.70,15.35
2025-07-23,28.9,22.4,0.00,21.69
2025-07-24,29.8,22.5,1.60,23.27
2025-07-25,30.8,22.1,2.30,24.74
2025-07-26,30.5,22.2,1.40,24.49
2025-07-27,30.2,21.4,0.80,23.90
2025-07-28,29.5,22.1,0.40,22.56
2025-07-29,30.8,22.1,0.60,24.37
2025-07-30,30.1,22.7,0.40,23.57
2025-07-31,31.1,23.1,0.00,23.31
2025-08-01,31.0,22.2,1.30,21.61
2025-08-02,31.6,22.4,0.70,23.11
2025-08-03,30.8,21.8,5.80,22.02
2025-08-04,29.4,21.9,29.20,21.42
2025-08-05,27.8,21.6,2.60,16.21
2025-08-06,27.1,22.0,10.80,18.02
2025-08-07,27.4,22.4,4.60,17.06
2025-08-08,28.4,22.4,0.00,18.09
2025-08-09,29.4,22.2,3.30,19.63
2025-08-10,28.6,21.3,23.70,19.25
2025-08-11,27.4,21.7,22.70,17.93
2025-08-12,28.3,21.2,12.00,18.82
2025-08-13,27.0,21.3,11.60,15.11
2025-08-14,26.6,21.5,12.00,12.60
2025-08-15,27.6,21.6,1.00,18.69
2025-08-16,28.6,22.2,11.10,18.91
2025-08-17,28.1,21.3,21.20,20.38
2025-08-18,29.0,22.1,6.50,19.56
2025-08-19,26.3,20.6,6.80,12.37
2025-08-20,29.7,21.1,4.70,23.94
2025-08-21,27.2,20.7,8.30,18.03
2025-08-22,26.5,21.0,17.30,16.52
2025-08-23,27.0,21.5,3.50,16.31
2025-08-24,27.5,21.6,1.20,19.56
2025-08-25,24.4,20.8,8.90,8.90
2025-08-26,27.9,21.6,11.00,20.82
2025-08-27,27.8,21.2,2.10,19.19
2025-08-28,28.4,22.3,0.20,20.45
2025-08-29,27.0,21.9,6.00,13.89
2025-08-30,26.6,21.7,2.30,12.74
2025-08-31,26.2,22.0,2.50,13.57
2025-09-01,28.8,21.2,2.80,20.97
2025-09-02,28.6,22.5,1.20,21.34
2025-09-03,25.9,22.3,13.50,8.68
2025-09-04,27.7,21.6,16.60,19.30
2025-09-05,29.0,22.1,1.40,21.05
2025-09-06,29.8,22.0,2.40,22.33
2025-09-07,29.2,21.7,8.80,21.04
2025-09-08,26.7,21.6,13.50,16.79
2025-09-09,29.3,21.9,2.70,21.23
2025-09-10,28.9,21.0,10.80,20.90
2025-09-11,28.6,22.0,11.40,20.19
2025-09-12,28.2,22.8,0.50,18.25
2025-09-13,29.6,22.7,6.60,20.10
2025-09-14,27.5,21.1,21.70,17.91
2025-09-15,27.9,22.0,12.90,18.37
2025-09-16,27.3,21.2,18.60,12.81
2025-09-17,28.8,20.9,14.40,18.20
2025-09-18,28.9,21.1,1.90,20.91
2025-09-19,29.5,21.1,13.00,19.53
2025-09-20,29.0,21.8,1.70,22.84
2025-09-21,28.8,21.7,7.80,19.37
2025-09-22,28.7,22.0,0.60,20.85
2025-09-23,28.2,22.5,1.40,18.14
2025-09-24,28.3,21.9,0.00,17.86
2025-09-25,28.1,20.7,0.30,17.89
2025-09-26,28.5,20.1,0.30,18.93
2025-09-27,30.0,22.2,0.10,25.44
2025-09-28,29.6,22.1,9.60,21.76
2025-09-29,28.2,21.2,3.10,17.43
2025-09-30,30.1,20.9,0.00,22.87
2025-10-01,29.1,21.5,6.40,17.65
2025-10-02,29.8,21.3,0.40,20.25
2025-10-03,30.4,21.3,6.40,20.78
2025-10-04,28.1,21.6,16.90,22.39
2025-10-05,28.7,21.5,7.00,22.08
2025-10-06,28.3,21.3,6.20,16.94
2025-10-07,27.5,21.4,10.70,16.66
2025-10-08,28.0,21.0,9.50,18.06
2025-10-09,27.1,21.5,1.20,19.14
2025-10-10,28.3,22.4,1.90,16.57
2025-10-11,27.5,21.7,6.60,14.22
2025-10-12,29.7,22.3,2.50,23.71
2025-10-13,27.6,21.8,11.60,18.56
2025-10-14,29.0,20.8,5.80,17.99
2025-10-15,29.8,21.5,1.80,20.97
2025-10-16,30.9,23.0,2.10,22.52
2025-10-17,28.0,21.7,5.80,15.13
2025-10-18,29.9,21.0,0.90,22.34
2025-10-19,30.1,22.6,1.70,21.62
2025-10-20,30.8,22.2,3.30,22.09
2025-10-21,29.5,22.4,19.40,19.84
2025-10-22,28.8,22.7,8.60,15.28
2025-10-23,27.6,22.2,8.90,16.29
2025-10-24,29.3,22.3,12.00,18.00
2025-10-25,27.7,21.9,24.10,16.16
2025-10-26,26.3,21.6,9.20,10.06
2025-10-27,29.0,21.8,2.70,19.65
2025-10-28,28.3,22.2,4.70,14.82
2025-10-29,25.6,22.5,8.40,8.27
2025-10-30,27.3,21.6,10.10,12.36
2025-10-31,28.2,21.3,2.10,17.57
2025-11-01,28.1,22.2,7.20,19.57
2025-11-02,28.9,21.7,5.70,21.69
2025-11-03,27.6,22.0,1.50,17.72
2025-11-04,27.8,20.8,8.10,15.09
2025-11-05,29.1,22.7,1.40,21.68
2025-11-06,29.0,21.7,0.70,22.36
2025-11-07,28.8,21.7,2.40,21.11
2025-11-08,29.0,23.4,0.30,20.01
2025-11-09,29.6,21.6,4.10,19.59
2025-11-10,29.8,21.9,3.70,20.81
2025-11-11,28.1,22.7,3.40,18.92
2025-11-12,28.6,21.0,23.20,18.18
2025-11-13,27.3,22.1,30.60,15.19
2025-11-14,27.2,21.9,6.00,10.97
2025-11-15,28.9,22.2,30.40,15.77
2025-11-16,27.3,21.9,12.30,12.29
2025-11-17,28.6,21.3,19.40,19.45
2025-11-18,28.2,22.4,18.90,15.60
2025-11-19,27.2,22.0,19.20,14.16
2025-11-20,28.7,22.2,8.10,17.49
2025-11-21,29.3,22.1,1.00,20.87
2025-11-22,29.1,21.8,5.80,20.79
2025-11-23,28.3,22.5,1.70,18.57
2025-11-24,27.0,22.4,2.10,12.20
2025-11-25,27.0,22.1,6.10,14.12
2025-11-26,29.6,22.3,1.60,20.54
2025-11-27,29.9,23.0,0.40,18.98
2025-11-28,29.3,21.7,17.40,17.70
2025-11-29,29.2,21.5,2.70,19.63
2025-11-30,28.7,22.4,0.90,20.89
2025-12-01,27.8,22.5,5.30,11.82
2025-12-02,28.8,21.9,0.60,17.65
2025-12-03,29.5,22.0,7.00,21.80
2025-12-04,29.6,21.5,0.90,19.09
2025-12-05,28.6,21.6,1.80,18.79
2025-12-06,28.6,21.4,9.90,18.92
2025-12-07,29.9,22.1,10.50,18.98
2025-12-08,29.9,22.2,4.60,19.34
2025-12-09,29.5,21.1,7.20,20.16
2025-12-10,29.3,22.4,0.80,20.95
2025-12-11,29.1,20.0,3.80,18.76
2025-12-12,31.0,21.8,0.40,21.52
2025-12-13,29.2,21.9,3.40,20.42
2025-12-14,30.0,21.9,1.70,20.56
2025-12-15,29.3,22.0,10.80,17.83
2025-12-16,29.8,21.9,5.20,19.44
2025-12-17,28.2,22.2,3.10,12.52
2025-12-18,27.9,21.7,1.00,12.40
2025-12-19,27.6,22.1,15.70,14.22
2025-12-20,28.2,21.9,16.10,16.40
2025-12-21,28.5,21.9,2.00,15.29
2025-12-22,27.7,21.9,13.20,15.79
2025-12-23,28.6,22.6,7.40,14.86
2025-12-24,28.6,22.3,6.00,18.00
2025-12-25,28.6,21.2,18.50,18.27
2025-12-26,29.3,22.3,5.00,21.63
2025-12-27,29.2,21.7,21.40,18.26
2025-12-28,27.3,22.1,16.10,16.15
2025-12-29,28.5,22.7,15.20,16.02
2025-12-30,28.8,21.4,17.60,15.97
2025-12-31,29.4,21.3,8.60,17.90
2026-01-01,28.0,21.3,13.40,18.62
2026-01-02,27.4,21.6,3.10,15.50
2026-01-03,29.7,22.0,1.70,18.01
2026-01-04,27.4,22.0,15.30,15.11
2026-01-05,27.5,21.3,2.90,14.30
2026-01-06,29.0,21.8,5.50,20.17
2026-01-07,28.9,21.9,3.00,20.50
2026-01-08,29.5,21.5,2.50,20.45
2026-01-09,30.1,21.2,2.90,22.06
2026-01-10,28.5,21.6,2.00,21.07
2026-01-11,29.1,21.8,2.90,20.88
2026-01-12,28.0,21.9,2.70,18.41
2026-01-13,26.9,21.6,0.10,12.78
2026-01-14,28.6,22.4,0.20,20.28
2026-01-15,28.7,21.8,0.10,18.40
2026-01-16,29.1,20.8,0.20,22.00
2026-01-17,29.2,19.7,0.90,22.22
2026-01-18,29.8,22.0,1.40,23.51
2026-01-19,29.0,21.5,0.20,20.83
2026-01-20,28.8,21.4,0.00,22.05
2026-01-21,29.3,19.8,0.00,24.13
2026-01-22,28.7,20.5,0.00,22.28
2026-01-23,28.2,20.8,0.20,21.39
2026-01-24,29.3,22.3,0.80,21.30
2026-01-25,29.1,21.5,0.70,16.46
2026-01-26,30.8,21.2,0.00,19.25
2026-01-27,30.8,22.2,1.10,20.38
2026-01-28,29.3,22.1,17.90,17.83
2026-01-29,28.4,21.6,5.00,17.87
2026-01-30,29.1,20.8,2.50,20.07
2026-01-31,30.6,21.6,1.10,22.82
2026-02-01,30.1,21.2,3.00,20.30
2026-02-02,30.1,21.3,2.70,23.10
2026-02-03,30.5,21.7,0.90,20.63
2026-02-04,29.5,22.5,5.30,18.34
2026-02-05,29.2,21.5,8.00,14.93
2026-02-06,29.5,21.1,4.60,19.61
2026-02-07,30.0,21.1,0.40,22.33
2026-02-08,30.2,22.4,0.50,19.81
2026-02-09,29.6,21.4,5.10,20.12
2026-02-10,27.3,21.6,10.00,15.75
2026-02-11,29.0,21.6,11.70,22.63
2026-02-12,29.5,21.8,4.40,17.18
2026-02-13,28.6,20.7,1.40,16.94
2026-02-14,31.0,20.1,0.00,24.43
2026-02-15,30.9,20.6,0.10,23.78
2026-02-16,29.7,21.3,3.70,20.86
2026-02-17,30.8,22.5,0.60,21.48
2026-02-18,26.4,21.0,16.00,8.90
2026-02-19,28.1,21.7,10.30,13.64
2026-02-20,24.1,20.5,9.10,5.63
2026-02-21,29.0,21.1,18.50,20.68
2026-02-22,26.6,21.5,29.20,12.04
2026-02-23,28.2,21.4,10.80,16.09
2026-02-24,29.9,21.0,8.00,21.87
2026-02-25,29.1,21.4,22.20,23.71
2026-02-26,28.0,21.7,30.20,17.69
2026-02-27,29.5,21.6,1.90,23.03
2026-02-28,28.0,21.0,1.50,16.05
2026-03-01,28.7,21.8,3.80,16.41
2026-03-02,28.6,21.0,11.30,19.96
2026-03-03,29.2,21.8,1.00,21.83
2026-03-04,29.2,21.7,8.30,22.87
2026-03-05,29.3,21.9,4.10,20.42
2026-03-06,29.2,21.0,5.90,23.77
2026-03-07,28.9,21.3,6.60,24.48
2026-03-08,29.4,21.7,3.90,23.42
2026-03-09,27.4,21.9,27.70,15.49
2026-03-10,28.2,21.6,30.90,16.71
2026-03-11,27.9,21.4,5.00,19.57
2026-03-12,29.0,21.5,0.10,22.81
2026-03-13,28.5,20.6,3.30,22.37
2026-03-14,28.3,20.3,0.00,26.74
2026-03-15,28.7,19.1,0.00,26.51
2026-03-16,29.1,19.6,0.00,25.47
2026-03-17,29.3,20.3,0.20,24.95
2026-03-18,29.5,20.9,2.00,25.77
2026-03-19,29.9,20.4,3.20,24.06
2026-03-20,29.9,20.6,1.10,24.85
2026-03-21,30.6,20.7,0.60,24.02
2026-03-22,29.7,21.7,7.00,24.45
2026-03-23,29.1,21.0,2.70,22.56
2026-03-24,31.1,20.9,0.50,24.18
2026-03-25,30.3,21.2,3.20,25.58
2026-03-26,27.7,22.1,23.90,16.44
2026-03-27,30.5,20.9,3.80,23.92
2026-03-28,29.7,21.2,3.80,22.22
2026-03-29,30.4,21.7,1.20,23.49
2026-03-30,30.2,20.0,0.20,25.63
2026-03-31,31.8,20.8,0.10,25.29
2026-04-01,30.7,22.1,2.50,25.01
